Date,BTC-USD,ETH-USD,EURUSD=X
2025-07-14,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-07-15,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-07-16,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-07-17,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-07-18,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-07-19,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-07-20,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-07-21,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-07-22,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-07-23,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-07-24,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-07-25,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-07-26,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-07-27,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-07-28,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-07-29,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-07-30,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-07-31,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-08-01,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-08-02,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-08-03,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-08-04,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-08-05,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-08-06,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-08-07,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-08-08,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-08-09,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-08-10,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-08-11,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-08-12,0.5514783900373446,0.44852160996265544,0.0
2025-08-13,0.5212177602819346,0.4787822397180655,0.0
2025-08-14,0.48675091561476547,0.5132490843852345,0.0
2025-08-15,0.48603765904459256,0.5139623409554075,0.0
2025-08-16,0.4855591123845093,0.5144408876154907,0.0
2025-08-17,0.48738789061324117,0.5126121093867589,0.0
2025-08-18,0.4954418995696266,0.5045581004303734,0.0
2025-08-19,0.4973238758127916,0.5026761241872084,0.0
2025-08-20,0.5038320215748832,0.4961679784251168,0.0
2025-08-21,0.5062136129654816,0.49378638703451844,0.0
2025-08-22,0.5091601786321107,0.4908398213678894,0.0
2025-08-23,0.5081969829673119,0.4918030170326881,0.0
2025-08-24,0.5070870652759089,0.4929129347240911,0.0
2025-08-25,0.5068144014828612,0.4931855985171389,0.0
2025-08-26,0.5026546373114198,0.49734536268858026,0.0
2025-08-27,0.5022830476843505,0.49771695231564955,0.0
2025-08-28,0.49962889285407447,0.5003711071459255,0.0
2025-08-29,0.4919396810153449,0.5080603189846551,0.0
2025-08-30,0.4920236463346321,0.507976353665368,0.0
2025-08-31,0.49164789189298436,0.5083521081070156,0.0
2025-09-01,0.49124608304567835,0.5087539169543217,0.0
2025-09-02,0.4935290185686564,0.5064709814313436,0.0
2025-09-03,0.48795867720135067,0.5120413227986493,0.0
2025-09-04,0.48496909407913963,0.5150309059208604,0.0
2025-09-05,0.48529624723471704,0.5147037527652829,0.0
2025-09-06,0.48382259806888556,0.5161774019311145,0.0
2025-09-07,0.48604419395941834,0.5139558060405817,0.0
2025-09-08,0.4741552482672569,0.525844751732743,0.0
2025-09-09,0.48364997000040394,0.516350029999596,0.0
2025-09-10,0.478157246968238,0.5218427530317621,0.0
2025-09-11,0.46150854444887085,0.5384914555511291,0.0
2025-09-12,0.49742884250931607,0.5025711574906839,0.0
2025-09-13,0.5207263989776874,0.47927360102231276,0.0
2025-09-14,0.5171407131240257,0.4828592868759743,0.0
2025-09-15,0.5187650207349093,0.48123497926509073,0.0
2025-09-16,0.5145051591983903,0.48549484080160976,0.0
2025-09-17,0.5149798044336523,0.48502019556634773,0.0
2025-09-18,0.5052104125404724,0.49478958745952756,0.0
2025-09-19,0.4942468480941363,0.5057531519058637,0.0
2025-09-20,0.4909180418393047,0.5090819581606953,0.0
2025-09-21,0.47420128496322117,0.5257987150367789,0.0
2025-09-22,0.4832668726418837,0.5167331273581163,0.0
2025-09-23,0.48310029865115883,0.5168997013488412,0.0
2025-09-24,0.47811827195700446,0.5218817280429956,0.0
2025-09-25,0.48369851196391495,0.5163014880360851,0.0
2025-09-26,0.49233507291267625,0.5076649270873238,0.0
2025-09-27,0.4962407806952796,0.5037592193047203,0.0
2025-09-28,0.5011758570012811,0.49882414299871897,0.0
2025-09-29,0.4949469415990008,0.5050530584009991,0.0
2025-09-30,0.4981120639655781,0.5018879360344218,0.0
2025-10-01,0.48401146265641964,0.5159885373435804,0.0
2025-10-02,0.48512955726728474,0.5148704427327152,0.0
2025-10-03,0.48222645939285064,0.5177735406071494,0.0
2025-10-04,0.4826227566815689,0.5173772433184312,0.0
2025-10-05,0.4802926505736233,0.5197073494263768,0.0
2025-10-06,0.48884715271826457,0.5111528472817355,0.0
2025-10-07,0.4908167553212454,0.5091832446787546,0.0
2025-10-08,0.4875723577684927,0.5124276422315073,0.0
2025-10-09,0.49027372416141923,0.5097262758385809,0.0
2025-10-10,0.4937484878641083,0.5062515121358917,0.0
2025-10-11,0.4965780405330186,0.5034219594669813,0.0
2025-10-12,0.48911697202748233,0.5108830279725177,0.0
2025-10-13,0.4917809265888993,0.5082190734111007,0.0
2025-10-14,0.49349272706242236,0.5065072729375777,0.0
2025-10-15,0.4934546420103183,0.5065453579896817,0.0
2025-10-16,0.4940295320893233,0.5059704679106767,0.0
2025-10-17,0.48792459634838764,0.5120754036516123,0.0
2025-10-18,0.4932686949873348,0.5067313050126652,0.0
2025-10-19,0.49643166236960434,0.5035683376303957,0.0
2025-10-20,0.4966489423059471,0.503351057694053,0.0
2025-10-21,0.49190124889265746,0.5080987511073425,0.0
2025-10-22,0.4906392354792108,0.5093607645207892,0.0
2025-10-23,0.4896880694251497,0.5103119305748504,0.0
2025-10-24,0.490182415748107,0.5098175842518929,0.0
2025-10-25,0.4947469199187276,0.5052530800812725,0.0
2025-10-26,0.48928892850984923,0.5107110714901507,0.0
2025-10-27,0.4887341012233626,0.5112658987766374,0.0
2025-10-28,0.49344194737862807,0.506558052621372,0.0
2025-10-29,0.4958755182200009,0.5041244817799991,0.0
2025-10-30,0.49338727072579897,0.5066127292742011,0.0
2025-10-31,0.5066756570135991,0.49332434298640104,0.0
2025-11-01,0.5064629016610327,0.49353709833896736,0.0
2025-11-02,0.5077723302192663,0.4922276697807337,0.0
2025-11-03,0.5194511310575264,0.4805488689424737,0.0
2025-11-04,0.5226657876531499,0.47733421234685014,0.0
2025-11-05,0.5154411827239888,0.4845588172760113,0.0
2025-11-06,0.5122180174701344,0.48778198252986554,0.0
2025-11-07,0.5148247800869374,0.48517521991306256,0.0
2025-11-08,0.5139767302801457,0.48602326971985427,0.0
2025-11-09,0.523273310883426,0.47672668911657406,0.0
2025-11-10,0.5188310738271217,0.48116892617287826,0.0
2025-11-11,0.5140812709153507,0.4859187290846492,0.0
2025-11-12,0.5116540780918112,0.4883459219081888,0.0
2025-11-13,0.5158275541453207,0.4841724458546793,0.0
2025-11-14,0.4999581761646047,0.5000418238353953,0.0
2025-11-15,0.49998569466321435,0.5000143053367857,0.0
2025-11-16,0.5006911826344458,0.4993088173655542,0.0
2025-11-17,0.49740713590446767,0.5025928640955323,0.0
2025-11-18,0.49762555837992545,0.5023744416200746,0.0
2025-11-19,0.49812527492224407,0.5018747250777559,0.0
2025-11-20,0.4969913931753854,0.5030086068246147,0.0
2025-11-21,0.49489477966087286,0.5051052203391271,0.0
2025-11-22,0.4950375709579759,0.504962429042024,0.0
2025-11-23,0.49357191038721243,0.5064280896127876,0.0
2025-11-24,0.49972350644408897,0.5002764935559111,0.0
2025-11-25,0.4952220922946123,0.5047779077053878,0.0
2025-11-26,0.4913458762048414,0.5086541237951586,0.0
2025-11-27,0.4882457755806983,0.5117542244193017,0.0
2025-11-28,0.4902713681240323,0.5097286318759677,0.0
2025-11-29,0.49330052746866804,0.506699472531332,0.0
2025-11-30,0.49442616487115615,0.5055738351288439,0.0
2025-12-01,0.5111679874393524,0.48883201256064757,0.0
2025-12-02,0.506006078954546,0.4939939210454541,0.0
2025-12-03,0.5007412181312617,0.49925878186873834,0.0
2025-12-04,0.49179240608973335,0.5082075939102667,0.0
2025-12-05,0.4897302428370963,0.5102697571629037,0.0
2025-12-06,0.49504543806595086,0.5049545619340492,0.0
2025-12-07,0.4927604058351664,0.5072395941648336,0.0
2025-12-08,0.4934952594496665,0.5065047405503336,0.0
2025-12-09,0.4997521750306431,0.5002478249693569,0.0
2025-12-10,0.5033048288654273,0.4966951711345727,0.0
2025-12-11,0.5032885143890287,0.4967114856109713,0.0
2025-12-12,0.5084575682119218,0.49154243178807816,0.0
2025-12-13,0.5020091505384893,0.49799084946151073,0.0
2025-12-14,0.5104248568612848,0.4895751431387152,0.0
2025-12-15,0.5136226528175151,0.4863773471824849,0.0
2025-12-16,0.508630851080298,0.491369148919702,0.0
2025-12-17,0.5144512351192081,0.48554876488079185,0.0
2025-12-18,0.5132131992012842,0.48678680079871584,0.0
2025-12-19,0.5100367794294604,0.48996322057053976,0.0
2025-12-20,0.5208960213156194,0.4791039786843807,0.0
2025-12-21,0.5231299671344074,0.47687003286559254,0.0
2025-12-22,0.5235487943752378,0.4764512056247621,0.0
2025-12-23,0.5251563569145274,0.47484364308547267,0.0
2025-12-24,0.5156948605319277,0.48430513946807235,0.0
2025-12-25,0.5172277917373882,0.48277220826261186,0.0
2025-12-26,0.5303724259503192,0.46962757404968086,0.0
2025-12-27,0.5305863542578713,0.4694136457421288,0.0
2025-12-28,0.5306294099465751,0.4693705900534249,0.0
2025-12-29,0.5271540041058193,0.4728459958941808,0.0
2025-12-30,0.5272553995448687,0.47274460045513145,0.0
2025-12-31,0.5269186298243307,0.47308137017566937,0.0
2026-01-01,0.5277128888654792,0.47228711113452077,0.0
2026-01-02,0.5315745241071442,0.46842547589285577,0.0
2026-01-03,0.5315937863794351,0.46840621362056495,0.0
2026-01-04,0.5369063806968251,0.463093619303175,0.0
2026-01-05,0.5158061808637429,0.4841938191362572,0.0
2026-01-06,0.5294454490507083,0.47055455094929166,0.0
2026-01-07,0.5166777299775007,0.4833222700224992,0.0
2026-01-08,0.5096750429760888,0.4903249570239112,0.0
2026-01-09,0.5066559259232359,0.4933440740767641,0.0
