time,BTC-USD,ETH-USD,EURUSD=X
2025-07-14,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-07-15,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-07-16,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-07-17,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-07-18,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-07-19,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-07-20,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-07-21,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-07-22,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-07-23,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-07-24,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-07-25,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-07-26,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-07-27,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-07-28,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-07-29,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-07-30,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-07-31,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-08-01,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-08-02,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-08-03,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-08-04,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-08-05,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-08-06,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-08-07,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-08-08,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-08-09,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-08-10,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-08-11,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-08-12,0.7325367430324041,0.2674632569675959,0.0
2025-08-13,0.7217444080398491,0.27825559196015087,0.0
2025-08-14,0.725757438212578,0.27424256178742196,0.0
2025-08-15,0.7282283016628313,0.27177169833716874,0.0
2025-08-16,0.7288719397085647,0.27112806029143544,0.0
2025-08-17,0.732361992102382,0.2676380078976181,0.0
2025-08-18,0.7403480848871901,0.2596519151128099,0.0
2025-08-19,0.7298912469633915,0.27010875303660853,0.0
2025-08-20,0.7374736785728256,0.2625263214271743,0.0
2025-08-21,0.7438021652626768,0.2561978347373231,0.0
2025-08-22,0.7076170483819065,0.29238295161809347,0.0
2025-08-23,0.7058511949987681,0.29414880500123186,0.0
2025-08-24,0.7035012844612645,0.2964987155387356,0.0
2025-08-25,0.7044209076692988,0.2955790923307012,0.0
2025-08-26,0.6973532669937352,0.30264673300626477,0.0
2025-08-27,0.6972259112889599,0.30277408871104006,0.0
2025-08-28,0.6938854899408108,0.3061145100591893,0.0
2025-08-29,0.6784609118758315,0.32153908812416865,0.0
2025-08-30,0.6804333430160646,0.3195666569839353,0.0
2025-08-31,0.6789852304875196,0.3210147695124805,0.0
2025-09-01,0.6753333686823698,0.3246666313176302,0.0
2025-09-02,0.6746109604827938,0.32538903951720616,0.0
2025-09-03,0.671014459766178,0.3289855402338219,0.0
2025-09-04,0.6691727320556359,0.3308272679443642,0.0
2025-09-05,0.6692367049980931,0.33076329500190704,0.0
2025-09-06,0.6738877351262288,0.32611226487377126,0.0
2025-09-07,0.6748375600253336,0.3251624399746664,0.0
2025-09-08,0.6687422094191504,0.3312577905808496,0.0
2025-09-09,0.6735846628498442,0.32641533715015575,0.0
2025-09-10,0.6678645183913552,0.33213548160864487,0.0
2025-09-11,0.6448601716393889,0.35513982836061114,0.0
2025-09-12,0.6551847229836106,0.34481527701638937,0.0
2025-09-13,0.6509525898329113,0.3490474101670887,0.0
2025-09-14,0.643535480093268,0.35646451990673206,0.0
2025-09-15,0.6439281163811804,0.3560718836188196,0.0
2025-09-16,0.6417532071134263,0.35824679288657374,0.0
2025-09-17,0.6309846967132114,0.3690153032867886,0.0
2025-09-18,0.6233937161977636,0.3766062838022365,0.0
2025-09-19,0.6025794390562672,0.3974205609437328,0.0
2025-09-20,0.5937627790996858,0.40623722090031417,0.0
2025-09-21,0.6280541025090022,0.3719458974909979,0.0
2025-09-22,0.6232835337227344,0.37671646627726557,0.0
2025-09-23,0.6254623792649393,0.3745376207350607,0.0
2025-09-24,0.5879413244255624,0.4120586755744377,0.0
2025-09-25,0.5751365356469497,0.4248634643530504,0.0
2025-09-26,0.587433997418135,0.41256600258186515,0.0
2025-09-27,0.5933566809501193,0.40664331904988077,0.0
2025-09-28,0.6146970236386491,0.38530297636135097,0.0
2025-09-29,0.6069503864235472,0.3930496135764528,0.0
2025-09-30,0.6126708167950135,0.3873291832049865,0.0
2025-10-01,0.6095207539500249,0.3904792460499751,0.0
2025-10-02,0.6138118598469473,0.3861881401530527,0.0
2025-10-03,0.6019923679578456,0.3980076320421544,0.0
2025-10-04,0.5962847039342292,0.4037152960657709,0.0
2025-10-05,0.593492154932441,0.4065078450675591,0.0
2025-10-06,0.6047000589839676,0.39529994101603233,0.0
2025-10-07,0.6115710370653975,0.38842896293460255,0.0
2025-10-08,0.608231800806678,0.39176819919332195,0.0
2025-10-09,0.6197032774095299,0.38029672259047015,0.0
2025-10-10,0.5816666646573376,0.41833333534266237,0.0
2025-10-11,0.5938405068662722,0.4061594931337279,0.0
2025-10-12,0.5913895825879603,0.4086104174120398,0.0
2025-10-13,0.5959011665319036,0.4040988334680964,0.0
2025-10-14,0.5970231140389979,0.4029768859610022,0.0
2025-10-15,0.5978189021938801,0.40218109780611994,0.0
2025-10-16,0.5978537785233392,0.40214622147666085,0.0
2025-10-17,0.5937622309213351,0.40623776907866505,0.0
2025-10-18,0.5976287110708689,0.4023712889291312,0.0
2025-10-19,0.6015731368859013,0.3984268631140988,0.0
2025-10-20,0.6036021943852199,0.3963978056147801,0.0
2025-10-21,0.5983250502428809,0.40167494975711915,0.0
2025-10-22,0.6075517089494266,0.39244829105057344,0.0
2025-10-23,0.6055042824348751,0.394495717565125,0.0
2025-10-24,0.6062225177224954,0.3937774822775047,0.0
2025-10-25,0.6168152115988831,0.3831847884011169,0.0
2025-10-26,0.6101371475199475,0.38986285248005254,0.0
2025-10-27,0.6078604139871402,0.3921395860128598,0.0
2025-10-28,0.6103895693847188,0.38961043061528117,0.0
2025-10-29,0.6092474402422389,0.3907525597577612,0.0
2025-10-30,0.6071096039913422,0.39289039600865777,0.0
2025-10-31,0.6058691742684436,0.3941308257315564,0.0
2025-11-01,0.6046530582774811,0.39534694172251894,0.0
2025-11-02,0.6045474082124374,0.3954525917875626,0.0
2025-11-03,0.6157137852835669,0.38428621471643315,0.0
2025-11-04,0.6176376725888427,0.3823623274111572,0.0
2025-11-05,0.6141715142348009,0.3858284857651991,0.0
2025-11-06,0.6101178091377057,0.3898821908622942,0.0
2025-11-07,0.6121688018477219,0.3878311981522782,0.0
2025-11-08,0.6077095970195867,0.39229040298041334,0.0
2025-11-09,0.6455482871969298,0.35445171280307014,0.0
2025-11-10,0.6373941506538381,0.36260584934616197,0.0
2025-11-11,0.6354990565143349,0.36450094348566503,0.0
2025-11-12,0.631464700806075,0.36853529919392497,0.0
2025-11-13,0.6322909904235472,0.36770900957645275,0.0
2025-11-14,0.6128555627748115,0.38714443722518854,0.0
2025-11-15,0.6126113645194992,0.3873886354805008,0.0
2025-11-16,0.6132402629147808,0.38675973708521916,0.0
2025-11-17,0.6124407235181241,0.38755927648187594,0.0
2025-11-18,0.6158247812350746,0.38417521876492544,0.0
2025-11-19,0.6351198388428504,0.3648801611571496,0.0
2025-11-20,0.6321840694659012,0.3678159305340988,0.0
2025-11-21,0.6126562772486276,0.3873437227513725,0.0
2025-11-22,0.6141500111408364,0.38584998885916366,0.0
2025-11-23,0.6112724288484844,0.3887275711515156,0.0
2025-11-24,0.6160677536765585,0.3839322463234414,0.0
2025-11-25,0.6146164868990985,0.3853835131009015,0.0
2025-11-26,0.6106225899567951,0.389377410043205,0.0
2025-11-27,0.6069698336119236,0.39303016638807636,0.0
2025-11-28,0.6100249545338652,0.38997504546613493,0.0
2025-11-29,0.6126173709858209,0.3873826290141791,0.0
2025-11-30,0.6127520398859594,0.38724796011404056,0.0
2025-12-01,0.606829840606753,0.393170159393247,0.0
2025-12-02,0.5868620235580424,0.41313797644195754,0.0
2025-12-03,0.5744514664816487,0.4255485335183514,0.0
2025-12-04,0.5732029413850582,0.42679705861494177,0.0
2025-12-05,0.5697781794536261,0.430221820546374,0.0
2025-12-06,0.5707786061270327,0.4292213938729673,0.0
2025-12-07,0.5715281117221048,0.4284718882778951,0.0
2025-12-08,0.5739124392769925,0.4260875607230076,0.0
2025-12-09,0.5585794433957596,0.44142055660424045,0.0
2025-12-10,0.5609251330441384,0.4390748669558617,0.0
2025-12-11,0.5597623877281096,0.4402376122718905,0.0
2025-12-12,0.5677317275024072,0.43226827249759275,0.0
2025-12-13,0.567587338621748,0.432412661378252,0.0
2025-12-14,0.5725682130005514,0.42743178699944867,0.0
2025-12-15,0.5721220741901851,0.4278779258098149,0.0
2025-12-16,0.5697738702801783,0.43022612971982166,0.0
2025-12-17,0.5751606879711433,0.4248393120288568,0.0
2025-12-18,0.5758790250125968,0.42412097498740325,0.0
2025-12-19,0.5531997193062603,0.4468002806937398,0.0
2025-12-20,0.5522241619972328,0.4477758380027672,0.0
2025-12-21,0.5558151559400158,0.44418484405998426,0.0
2025-12-22,0.5569855173656835,0.4430144826343166,0.0
2025-12-23,0.5606000153497437,0.4393999846502564,0.0
2025-12-24,0.5487297340795703,0.4512702659204298,0.0
2025-12-25,0.5512695659870148,0.4487304340129851,0.0
2025-12-26,0.5651393090025425,0.43486069099745744,0.0
2025-12-27,0.5653801713443607,0.43461982865563936,0.0
2025-12-28,0.565035348167635,0.43496465183236505,0.0
2025-12-29,0.5629774563038276,0.43702254369617244,0.0
2025-12-30,0.563099573416078,0.4369004265839221,0.0
2025-12-31,0.5818249946056365,0.41817500539436353,0.0
2026-01-01,0.6078923331752337,0.3921076668247663,0.0
2026-01-02,0.6128649916479647,0.38713500835203524,0.0
2026-01-03,0.6154649511010182,0.38453504889898177,0.0
2026-01-04,0.6296956090774953,0.3703043909225046,0.0
2026-01-05,0.6384469750156824,0.36155302498431763,0.0
2026-01-06,0.638573871012737,0.361426128987263,0.0
2026-01-07,0.6277217994991167,0.37227820050088334,0.0
2026-01-08,0.6513423031610186,0.34865769683898135,0.0
